"disciplina","programa","Creation Date","Modified Date","Slug","Creator"
"Quantitative Reasoning: Measurement, Design and Analysis","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Negotiation","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Service Operations Management","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Social Impact Challenge","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Arquitetura de Dados e Aplicações de Data Science em Negócios","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Strategy in a Global Arena","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustainable Finance","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Taxation and Tax Management","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustainability Immersion","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Wellness, Health Management and Safety in the Workplace","OneMBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Direito empresarial e Compliance","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Desvendando os Relatórios Financeiros","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estatística Aplicada","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Economia e Empresas","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia da Empresa","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Laboratório de Negociação Avançada","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Talentos","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Operações","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Experience Accelerator","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Empresariais","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Inovação e Jornada Empreendedora","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Marketing","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Leadership Development","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Matemática Financeira Aplicada","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia e Governança em Saúde / Health Strategy and Governance","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Transformação Digital","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Economia da Saúde","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Project Lab","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Desvendando Relatórios Financeiros e Planejando Negócios em Saúde / Financial Reports and Planning Business in Healthcare","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Analytics em Saúde / Analytics in Health","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustainable and Responsible Management","EMBA - Executive MBA","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise de Investimentos em Saúde","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Ética, Legislação e Regulação em Saúde ","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Marketing & Branding em Saúde / Marketing & Branding in Health","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Projetos / Project Management","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Operações em Saúde / Operations in Health","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Talentos / Talent Management","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Leadership Development","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Informação em Saúde / Healthcare Information Management","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Modelos de Negócios Emergentes / Emerging Business Models","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Negociação e Comunicação com Stakeholders da Saúde / Negotiation and Stakeholders Communication in Health","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Experience Accelerator","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Políticas, Sistemas de Saúde e Saúde Populacional / Health Policies and Systems and Population Health","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia Empresarial","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Competitividade & Supply Chains","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Dissertação","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Corporativas","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia de Marketing","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Tecnologia e Inovação em Saúde / Healthcare Technology and Innovation","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Economia Brasileira","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Fórum de Conhecimento","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade em Saúde / Sustainability in Healthcare","EMBA Saúde - Executive MBA Saúde","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Geopolítica","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Novos Negócios","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Mercado de Capitais","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Mudanças Estratégicas","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Projeto de Pesquisa II","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade Empresarial & ESG","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Projeto de Pesquisa I","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Transformação Digital","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"APM - Agile Project Management","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Organizações e Equipes","MPA - Mestrado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Business And Society","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Business Project - somente CEMS","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Case Design for International Corporate Venture Capital","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Brazilian Business Laws. A Comparative Approach","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Applied Research Methodology","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"CS - Costumer Success Management","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Global Business Environment – Navigating the Digital Landscape","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"FCF - Fundamentals of Corporate Finance","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"ESWA - E-commerce Strategies and Web Analytics","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"ESI - Early Stage Investment: Angel Investors, Venture Capital and Corporate Venture Capital","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Global Leadership (No-CEMS)","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Global Leadership (CEMS)","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Innovation in Global Companies","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"IEA - Internationalization in the Era of AI","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Marketing and Social Media","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"IEEM - International Economics for Emerging Markets","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"MoTI - Management of Technology and Innovation","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"IM - International Marketing","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Global Shifts and Geo-economics in the 21st Century (online)","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"International Corporate Finance","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Social Entrepreneurship","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Predictive analytics for global decision-making: Quantitative methods in International Management","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise de Políticas Sociais","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustainable Operations and Supply Chain Management","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"SIP - Strategy in an International Perspective","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Avaliação e Análise de Dados","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Negotiation","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eletivas Metodológicas","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"VAL - Valuation","MPGI - Mestrado Profissional em Gestão Internacional","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eletivas específicas em Gestão e Políticas Públicas","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Administração de Riscos Empresariais","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Orçamento Público e Finanças","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Administração e Estratégia de Tecnologia de Informação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Alinhando Gestão de Pessoas e Estratégia","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Agentes de Transformação em Cadeias","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão Pública Contemporânea","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Imersões","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"A Complexidade do Contexto Social","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Teoria Política, Estado e Sociedade","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Metodologia de Pesquisa Aplicada","MPGPP - Mestrado Profissional em Gestão e Políticas Públicas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Analytics e Tomada de Decisão em Gestão de Pessoas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Comportamento nas Organizações","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Aspectos Críticos do Comportamento nas Organizações","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Big Data, Analytics e Data Science","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Cenário da Saúde Pública & Privada","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Arquitetura de Processos End-to-end","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Cidades Sustentáveis","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Aspectos Legais da Relação de Trabalho","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Comportamento do Consumidor","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Behavioral Finance","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Comunicação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Controle Gerencial da Performance Empresarial","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Cultura e Transformação Organizacional","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Customer Value-Centric Metrics & Decoupling","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Cultura do Consumo","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Data & Empirical Methods for Finance","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Desenho de Experiências e Jornadas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Data Science e Automação Aplicados à Cadeia de Suprimentos","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Corporate Venturing","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Coordenação e Colaboração em Cadeias","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Discussão de Projeto I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Difusão de Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Digital e Social Media Marketing","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Empreendedorismo em Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"E-commerce, Novas Tecnologias e Plataformas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Direito Aplicado ao Contexto da Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Engajamento Corporativo com Ecossistemas de Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Dimensões do uso de Tecnologia de Informação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Economia da Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Entendendo as Organizações","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estado, Fomento e Financiamento das Inovações","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia e Inovação para Estratégia Competitiva","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Integradas a Marketing & Vendas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Experimentos, modelagem em marketing e growth hacking","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Aplicadas à Gestão em Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eu + Esse Curso","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Estratégicas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia e Experiência do Consumidor","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Corporativas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Estratégia de Supply Chain Management","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Formação Integrada (Parte II)","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Futuro da Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Formação Integrada (Parte I)","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão da Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Cadeias Globais","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gerenciamento de Projetos de Transformação Digital","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Pessoas na Era Digital","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
