"disciplina","programa","Creation Date","Modified Date","Slug","Creator"
"Gestão de Carreiras na Atualidade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Pessoas e Desempenho Organizacional I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Desempenho e Indicadores","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Inclusão Financeira, Tecnologia e Desenvolvimento (SNOC)","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Inovação Social","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Vendas e Integração com Marketing","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Pessoas: Teoria e Prática","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão em Saúde Suplementar","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão e avaliação de desempenho de Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Governança, Anticorrupção e Compliance","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Impacto social e propósito em marketing","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Indicadores de Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão de Risco","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Investimentos e o Desenvolvimento Sustentável: Fatores ASG nas Decisões de","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Inovações em Tecnologia de Informação Aplicadas ao Negócio","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Marketing Aplicado à Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Logística aplicada à Gestão de Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Legislação, Regulação e Judicialização em Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Marketing para Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Investimentos","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Liderança e Change Management","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Integrando Finanças e Supply Chain","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Metodologia de Problemas Científicos","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Micro-imersão I - Criatividade e Cultura Corporativa para Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Novos Modelos de Negócio na Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Negociação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"O Trabalho do Futuro","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Novos Modelos de Organização na Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Novas Formas de Gestão","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Mudanças Climáticas: Regulação e Gestão Empresarial","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Modelos de Negócios na Era Digital","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"New Venture Creation: Transformando Visões em Modelos de Negócios","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"O Social da Sustentabilidade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Políticas de Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Planejamento Financeiro e Valoração para Novos Projetos","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Redes e Valor em Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Profissional de Alta Performance","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Saúde da População","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Qualidade e Segurança em Saúde","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Revenue Operations e CRM","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Processos, Sistemas, Aplicativos e Social Business","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Qualidade e Experiência do Paciente","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Omnichannel","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Finanças e Controladoria I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Supply Chain I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Pessoas I I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Saúde I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Pessoas I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Marketing, Crescimento e Experiência do Consumidor I I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Saúde I I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Marketing, Crescimento e Experiência do Consumidor I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Gestão de Supply Chain II","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Finanças e Controladoria II","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Inovação Corporativa I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Sustentabilidade I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Tecnologia de Informação I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Serviços Ecossistêmicos","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sistemas Comparados de Saúde: Diferentes Realidades, Diferentes Modelos, Diferentes Resultados","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Tecnologia de Informação I I","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Supply Chain e Omnichannel: uma Visão Centrada no Cliente","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Sustentabilidade II","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Supply Chain Innovation e Economia Circular","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Trabalho Aplicado de Inovação Corporativa II","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Tecnologia de Informação, Estratégia e competitividade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade em campo","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Técnicas de Big Data e Analytics","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade e Inovação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade: da filantropia à estratégia","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Sustentabilidade em Cadeias de Valor: Gestão e Governança","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Supply Chain Management e Competitividade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Tendências para Competitividade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Tópicos Especiais em Contabilidade","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Trabalho e Estratégia Competitiva","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Avaliação de Empresas e Fusões e Aquisições - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Valor do Uso de Tecnologia de Informação","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Valuation","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise Estratégica","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise Estratégica - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise Organizacional - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Uso de Tecnologia de Informação nas empresas","MPGC - Mestrado Profissional em Gestão para Competitividade","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Competitividade Empresarial","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Análise Organizacional","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Econometria Aplicada a Finanças - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Corporativas - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Finanças Sustentáveis - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Métodos Quantitativos Aplicados a Finanças - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Oficina de Publicações","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Macrotendências","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Mercado de Capitais e Investimentos - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Inovação e Novos Negócios","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Métodos Quantitativos","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Liderança para Mudança","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Métodos Qualitativos","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Oficina de Publicações - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Tendências em Marketing","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Projeto de Pesquisa","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de métodos Outras","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Temas Avançados em Financial Reporting - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Disciplinas formativas das linhas de pesquisa","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de métodos Qualitativa","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de métodos Quantitativa","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Projeto de Pesquisa - Fin","DPA - Doutorado Profissional em Administração","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Linhas de Pesquisa","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Participação em Eventos/Congressos Científicos","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de Métodos Qualitativa","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Transdisciplinar","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Quantitative Research Methods","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Epistemology","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de Métodos Outras","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Qualitative Research Methods ","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Research Project","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Processo de Orientação para Dissertação","CMAE - Mestrado Acadêmico em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de Métodos Quantitativa","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Linhas de Pesquisa","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de métodos Qualitativas","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Economia","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eletivas de Linha (GSC, PESP e TEPP)","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Metodologia Científica","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Gestão e Organizações Públicas","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Transdisciplinar","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Processo de Orientação para Tese","CDAE - Doutorado em Administração de Empresas","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Escola de métodos Quantitativas","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Participação em Eventos/Congressos Científicos","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Public Sector Performance","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Rersearch Project","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Processo de Orientação para Dissertação","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário Geral","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Políticas Públicas","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Teoria Política","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Transdisciplinar","CMAPG - Mestrado Acadêmico em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eletivas de Linha (GSC, PESP e TEPP)","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Ecola de Métodos Quantitativas","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Ecola de Métodos Qualitativas","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Eletivas transdisciplinares (MPGPP)","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário Geral","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Processo de Orientação para Tese","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Métodos Quantitativos Aplicados à Administração Pública","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Seminário de Acompanhamento Monográfico","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Métodos Qualitativos Aplicados à Administração Pública","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
"Epistemology","CDAPG - Doutorado em Administração Pública e Governo","Aug 7, 2025 3:22 pm","Aug 7, 2025 3:22 pm","","(App admin)"
